LG,position_window,n_mean,cm_male_mean,cm_female_mean,cm_sex_averaged_mean,cm_span_male_mean,cm_span_female_mean,cm_mb_male_mean,cm_mb_female_mean,cm_mb_sex_averaged_mean,crossovers_male_mean,crossovers_female_mean,crossovers_sex_averaged_mean,bp_position_mean,windowed_correlation_mean,male_distortion_mean,female_distortion_mean,Mendelian_distortion_mean,n_sum,cm_male_sum,cm_female_sum,cm_sex_averaged_sum,cm_span_male_sum,cm_span_female_sum,cm_mb_male_sum,cm_mb_female_sum,cm_mb_sex_averaged_sum,crossovers_male_sum,crossovers_female_sum,crossovers_sex_averaged_sum,bp_position_sum,windowed_correlation_sum,male_distortion_sum,female_distortion_sum,Mendelian_distortion_sum,window_end
LG1,273,53,51.613,63.441,57.527,0,0,0,0,0,0,0,0,273683664.377358,NA,NA,NA,NA,2809,2064.52,2537.64,2301.08,0,0,0,0,0,0,0,0,14505234212,0,0,0,0,274000000
LG1,274,38,51.613,63.441,57.527,0,0,0,0,0,0,0,0,274513132.526316,NA,NA,NA,NA,1444,1858.068,2283.876,2070.972,0,0,0,0,0,0,0,0,10431499036,0,0,0,0,275000000
LG1,275,109,51.613,63.441,57.527,0,0,0,0,0,0,0,0,275776464.431193,NA,NA,NA,NA,11881,4954.848,6090.336,5522.592,0,0,0,0,0,0,0,0,30059634623,0,0,0,0,276000000
LG1,276,2,51.613,63.441,57.527,0,0,0,0,0,0,0,0,276710817,NA,NA,NA,NA,4,103.226,126.882,115.054,0,0,0,0,0,0,0,0,553421634,0,0,0,0,277000000
LG1,277,51,51.613,63.441,57.527,0,0,0,0,0,0,0,0,277571919.686275,NA,NA,NA,NA,2601,2219.359,2727.963,2473.661,0,0,0,0,0,0,0,0,14156167904,0,0,0,0,278000000
LG1,278,14,51.613,63.441,57.527,0,0,0,0,0,0,0,0,278218126.571429,NA,NA,NA,NA,196,670.969,824.733,747.851,0,0,0,0,0,0,0,0,3895053772,0,0,0,0,279000000
LG1,279,27,51.613,63.441,57.527,0,0,0,0,0,0,0,0,279417597.851852,NA,NA,NA,NA,729,1238.712,1522.584,1380.648,0,0,0,0,0,0,0,0,7544275142,0,0,0,0,280000000
LG1,280,28,51.613,63.441,57.527,0,0,0,0,0,0,0,0,280393229.25,NA,NA,NA,NA,784,1393.551,1712.907,1553.229,0,0,0,0,0,0,0,0,7851010419,0,0,0,0,281000000
LG1,281,222,51.613,63.441,57.527,0,0,0,0,0,0,0,0,281549670.689189,NA,NA,NA,NA,49284,10167.761,12497.877,11332.819,0,0,0,0,0,0,0,0,62504026893,0,0,0,0,282000000
LG1,282,153,51.613,63.441,57.527,0,0,0,0,0,0,0,0,282399893.928105,NA,NA,NA,NA,23409,7741.95,9516.15,8629.05,0,0,0,0,0,0,0,0,43207183771,0,0,0,0,283000000
LG1,283,66,51.613,63.441,57.527,0,0,0,0,0,0,0,0,283350508.666667,NA,NA,NA,NA,4356,3251.619,3996.783,3624.201,0,0,0,0,0,0,0,0,18701133572,0,0,0,0,284000000
LG1,284,31,51.613,63.441,57.527,0,0,0,0,0,0,0,0,284408142.612903,NA,NA,NA,NA,961,1600.003,1966.671,1783.337,0,0,0,0,0,0,0,0,8816652421,0,0,0,0,285000000
LG1,285,37,51.613,63.441,57.527,0,0,0,0,0,0,0,0,285423705.189189,NA,NA,NA,NA,1369,1909.681,2347.317,2128.499,0,0,0,0,0,0,0,0,10560677092,0,0,0,0,286000000
LG1,286,27,51.613,63.441,57.527,0,0,0,0,0,0,0,0,286469486,NA,NA,NA,NA,729,1238.712,1522.584,1380.648,0,0,0,0,0,0,0,0,7734676122,0,0,0,0,287000000
LG1,287,23,51.613,63.441,57.527,0,0,0,0,0,0,0,0,287393686.608696,NA,NA,NA,NA,529,1135.486,1395.702,1265.594,0,0,0,0,0,0,0,0,6610054792,0,0,0,0,288000000
LG1,288,18,51.613,63.441,57.527,0,0,0,0,0,0,0,0,288753601.777778,NA,NA,NA,NA,324,929.034,1141.938,1035.486,0,0,0,0,0,0,0,0,5197564832,0,0,0,0,289000000
LG1,289,21,51.613,63.441,57.527,0,0,0,0,0,0,0,0,289407812.952381,NA,NA,NA,NA,441,980.647,1205.379,1093.013,0,0,0,0,0,0,0,0,6077564072,0,0,0,0,290000000
LG1,290,51,51.613,63.441,57.527,0,0,0,0,0,0,0,0,290452293.313725,NA,NA,NA,NA,2601,1858.068,2283.876,2070.972,0,0,0,0,0,0,0,0,14813066959,0,0,0,0,291000000
LG1,291,97,51.613,63.441,57.527,0,0,0,0,0,0,0,0,291836317.56701,NA,NA,NA,NA,9409,4593.557,5646.249,5119.903,0,0,0,0,0,0,0,0,28308122804,0,0,0,0,292000000
LG1,292,36,51.613,63.441,57.527,0,0,0,0,0,0,0,0,292667470.444444,NA,NA,NA,NA,1296,1651.616,2030.112,1840.864,0,0,0,0,0,0,0,0,10536028936,0,0,0,0,293000000
LG1,293,24,51.613,63.441,57.527,0,0,0,0,0,0,0,0,293830014.5,NA,NA,NA,NA,576,1083.873,1332.261,1208.067,0,0,0,0,0,0,0,0,7051920348,0,0,0,0,294000000
LG1,294,44,51.613,63.441,57.527,0,0,0,0,0,0,0,0,294343366.636364,NA,NA,NA,NA,1936,2219.359,2727.963,2473.661,0,0,0,0,0,0,0,0,12951108132,0,0,0,0,295000000
LG1,295,11,51.613,63.441,57.527,0,0,0,0,0,0,0,0,295477785.909091,NA,NA,NA,NA,121,464.517,570.969,517.743,0,0,0,0,0,0,0,0,3250255645,0,0,0,0,296000000
LG1,296,13,51.613,63.441,57.527,0,0,0,0,0,0,0,0,296354144.230769,NA,NA,NA,NA,169,670.969,824.733,747.851,0,0,0,0,0,0,0,0,3852603875,0,0,0,0,297000000
LG1,297,70,51.613,63.441,57.527,0,0,0,0,0,0,0,0,297622763.785714,NA,NA,NA,NA,4900,3509.684,4313.988,3911.836,0,0,0,0,0,0,0,0,20833593465,0,0,0,0,298000000
LG1,298,31,51.613,63.441,57.527,0,0,0,0,0,0,0,0,298615147.032258,NA,NA,NA,NA,961,1083.873,1332.261,1208.067,0,0,0,0,0,0,0,0,9257069558,0,0,0,0,299000000
LG1,299,32,51.613,63.441,57.527,0,0,0,0,0,0,0,0,299512061.59375,NA,NA,NA,NA,1024,1032.26,1268.82,1150.54,0,0,0,0,0,0,0,0,9584385971,0,0,0,0,300000000
LG1,300,50,51.613,63.441,57.527,0,0,0,0,0,0,0,0,300366000.98,NA,NA,NA,NA,2500,1858.068,2283.876,2070.972,0,0,0,0,0,0,0,0,15018300049,0,0,0,0,301000000
LG1,301,8,51.613,63.441,57.527,0,0,0,0,0,0,0,0,301136537,NA,NA,NA,NA,64,412.904,507.528,460.216,0,0,0,0,0,0,0,0,2409092296,0,0,0,0,302000000
LG1,302,21,51.613,63.441,57.527,0,0,0,0,0,0,0,0,302836135.142857,NA,NA,NA,NA,441,1083.873,1332.261,1208.067,0,0,0,0,0,0,0,0,6359558838,0,0,0,0,303000000
LG1,303,61,51.613,63.441,57.527,0,0,0,0,0,0,0,0,303519456.213115,NA,NA,NA,NA,3721,2580.65,3172.05,2876.35,0,0,0,0,0,0,0,0,18514686829,0,0,0,0,304000000
LG1,304,38,51.613,63.441,57.527,0,0,0,0,0,0,0,0,304824032.605263,NA,NA,NA,NA,1444,1961.294,2410.758,2186.026,0,0,0,0,0,0,0,0,11583313239,0,0,0,0,305000000
LG1,305,43,51.613,63.441,57.527,0,0,0,0,0,0,0,0,305630717.534884,NA,NA,NA,NA,1849,1909.681,2347.317,2128.499,0,0,0,0,0,0,0,0,13142120854,0,0,0,0,306000000
LG1,306,35,51.613,63.441,57.527,0,0,0,0,0,0,0,0,306534019.228571,NA,NA,NA,NA,1225,1496.777,1839.789,1668.283,0,0,0,0,0,0,0,0,10728690673,0,0,0,0,307000000
LG1,307,25,51.613,63.441,57.527,0,0,0,0,0,0,0,0,307236598.6,NA,NA,NA,NA,625,929.034,1141.938,1035.486,0,0,0,0,0,0,0,0,7680914965,0,0,0,0,308000000
LG1,308,65,51.613,63.441,57.527,0,0,0,0,0,0,0,0,308789680.430769,NA,NA,NA,NA,4225,2890.328,3552.696,3221.512,0,0,0,0,0,0,0,0,20071329228,0,0,0,0,309000000
LG1,309,25,51.613,63.441,57.527,0,0,0,0,0,0,0,0,309418176.28,NA,NA,NA,NA,625,1083.873,1332.261,1208.067,0,0,0,0,0,0,0,0,7735454407,0,0,0,0,310000000
LG1,310,16,51.613,63.441,57.527,0,0,0,0,0,0,0,0,310175560.0625,NA,NA,NA,NA,256,825.808,1015.056,920.432,0,0,0,0,0,0,0,0,4962808961,0,0,0,0,311000000
LG1,311,23,51.613,63.441,57.527,0,0,0,0,0,0,0,0,311562780.130435,NA,NA,NA,NA,529,1135.486,1395.702,1265.594,0,0,0,0,0,0,0,0,7165943943,0,0,0,0,312000000
LG1,312,38,51.613,63.441,57.527,0,0,0,0,0,0,0,0,312555873.736842,NA,NA,NA,NA,1444,1909.681,2347.317,2128.499,0,0,0,0,0,0,0,0,11877123202,0,0,0,0,313000000
LG1,313,71,51.613,63.441,57.527,0,0,0,0,0,0,0,0,313387052.929577,NA,NA,NA,NA,5041,3509.684,4313.988,3911.836,0,0,0,0,0,0,0,0,22250480758,0,0,0,0,314000000
LG1,314,37,51.613,63.441,57.527,0,0,0,0,0,0,0,0,314867108.378378,NA,NA,NA,NA,1369,1806.455,2220.435,2013.445,0,0,0,0,0,0,0,0,11650083010,0,0,0,0,315000000
LG1,315,129,51.613,63.441,57.527,0,0,0,0,0,0,0,0,315382888.96124,NA,NA,NA,NA,16641,5522.591,6788.187,6155.389,0,0,0,0,0,0,0,0,40684392676,0,0,0,0,316000000
LG1,316,30,51.613,63.441,57.527,0,0,0,0,0,0,0,0,316492389,NA,NA,NA,NA,900,1548.39,1903.23,1725.81,0,0,0,0,0,0,0,0,9494771670,0,0,0,0,317000000
LG1,317,8,51.613,63.441,57.527,0,0,0,0,0,0,0,0,317387112.625,NA,NA,NA,NA,64,361.291,444.087,402.689,0,0,0,0,0,0,0,0,2539096901,0,0,0,0,318000000
LG1,318,58,51.613,63.441,57.527,0,0,0,0,0,0,0,0,318346605.258621,NA,NA,NA,NA,3364,2941.941,3616.137,3279.039,0,0,0,0,0,0,0,0,18464103105,0,0,0,0,319000000
LG1,319,62,51.613,63.441,57.527,0,0,0,0,0,0,0,0,319630161.370968,NA,NA,NA,NA,3844,3045.167,3743.019,3394.093,0,0,0,0,0,0,0,0,19817070005,0,0,0,0,320000000
LG1,320,29,51.613,63.441,57.527,0,0,0,0,0,0,0,0,320663306.793103,NA,NA,NA,NA,841,722.582,888.174,805.378,0,0,0,0,0,0,0,0,9299235897,0,0,0,0,321000000
LG1,321,118,51.613,63.441,57.527,0,0,0,0,0,0,0,0,321346451.101695,NA,NA,NA,NA,13924,5780.656,7105.392,6443.024,0,0,0,0,0,0,0,0,37918881230,0,0,0,0,322000000
LG1,322,189,51.613,63.441,57.527,0,0,0,0,0,0,0,0,322661826.386243,NA,NA,NA,NA,35721,9651.631,11863.467,10757.549,0,0,0,0,0,0,0,0,60983085187,0,0,0,0,323000000
LG1,323,35,51.613,63.441,57.527,0,0,0,0,0,0,0,0,323479207.257143,NA,NA,NA,NA,1225,1651.616,2030.112,1840.864,0,0,0,0,0,0,0,0,11321772254,0,0,0,0,324000000
LG1,324,33,51.613,63.441,57.527,0,0,0,0,0,0,0,0,324489172.424242,NA,NA,NA,NA,1089,1135.486,1395.702,1265.594,0,0,0,0,0,0,0,0,10708142690,0,0,0,0,325000000
LG1,325,166,51.613,63.441,57.527,0,0,0,0,0,0,0,0,325739100.493976,NA,NA,NA,NA,27556,6658.077,8183.889,7420.983,0,0,0,0,0,0,0,0,54072690682,0,0,0,0,326000000
LG1,326,324,51.613,63.441,57.527,0,0,0,0,0,0,0,0,326299681.095679,NA,NA,NA,NA,104976,15741.965,19349.505,17545.735,0,0,0,0,0,0,0,0,105721096675,0,0,0,0,327000000
LG1,327,43,51.613,63.441,57.527,0,0,0,0,0,0,0,0,327655183.023256,NA,NA,NA,NA,1849,1961.294,2410.758,2186.026,0,0,0,0,0,0,0,0,14089172870,0,0,0,0,328000000
LG1,328,40,51.613,63.441,57.527,0,0,0,0,0,0,0,0,328312916.35,NA,NA,NA,NA,1600,1548.39,1903.23,1725.81,0,0,0,0,0,0,0,0,13132516654,0,0,0,0,329000000
LG1,329,19,51.613,63.441,57.527,0,0,0,0,0,0,0,0,329221376.736842,NA,NA,NA,NA,361,980.647,1205.379,1093.013,0,0,0,0,0,0,0,0,6255206158,0,0,0,0,330000000
LG1,330,62,51.613,63.441,57.527,0,0,0,0,0,0,0,0,330397047.258065,NA,NA,NA,NA,3844,2322.585,2854.845,2588.715,0,0,0,0,0,0,0,0,20484616930,0,0,0,0,331000000
LG1,331,26,51.613,63.441,57.527,0,0,0,0,0,0,0,0,331639484.884615,NA,NA,NA,NA,676,1238.712,1522.584,1380.648,0,0,0,0,0,0,0,0,8622626607,0,0,0,0,332000000
LG1,332,43,51.613,63.441,57.527,0,0,0,0,0,0,0,0,332505159.162791,NA,NA,NA,NA,1849,2116.133,2601.081,2358.607,0,0,0,0,0,0,0,0,14297721844,0,0,0,0,333000000
LG1,333,20,51.613,63.441,57.527,0,0,0,0,0,0,0,0,333370843.75,NA,NA,NA,NA,400,877.421,1078.497,977.959,0,0,0,0,0,0,0,0,6667416875,0,0,0,0,334000000
LG1,334,50,51.613,63.441,57.527,0,0,0,0,0,0,0,0,334316814.74,NA,NA,NA,NA,2500,2374.198,2918.286,2646.242,0,0,0,0,0,0,0,0,16715840737,0,0,0,0,335000000
LG1,335,43,51.613,63.441,57.527,0,0,0,0,0,0,0,0,335390677.976744,NA,NA,NA,NA,1849,1548.39,1903.23,1725.81,0,0,0,0,0,0,0,0,14421799153,0,0,0,0,336000000
LG1,336,9,51.613,63.441,57.527,0,0,0,0,0,0,0,0,336319661.333333,NA,NA,NA,NA,81,103.226,126.882,115.054,0,0,0,0,0,0,0,0,3026876952,0,0,0,0,337000000
LG1,337,16,51.613,63.441,57.527,0,0,0,0,0,0,0,0,337536480.3125,NA,NA,NA,NA,256,670.969,824.733,747.851,0,0,0,0,0,0,0,0,5400583685,0,0,0,0,338000000
LG1,338,128,51.613,63.441,57.527,0,0,0,0,0,0,0,0,338518238.046875,NA,NA,NA,NA,16384,6451.625,7930.125,7190.875,0,0,0,0,0,0,0,0,43330334470,0,0,0,0,339000000
LG1,339,28,51.613,63.441,57.527,0,0,0,0,0,0,0,0,339434205.285714,NA,NA,NA,NA,784,980.647,1205.379,1093.013,0,0,0,0,0,0,0,0,9504157748,0,0,0,0,340000000
LG1,340,22,51.613,63.441,57.527,0,0,0,0,0,0,0,0,340564069.681818,NA,NA,NA,NA,484,1083.873,1332.261,1208.067,0,0,0,0,0,0,0,0,7492409533,0,0,0,0,341000000
LG1,341,12,51.613,63.441,57.527,0,0,0,0,0,0,0,0,341460604.333333,NA,NA,NA,NA,144,464.517,570.969,517.743,0,0,0,0,0,0,0,0,4097527252,0,0,0,0,342000000
LG1,342,29,51.613,63.441,57.527,0,0,0,0,0,0,0,0,342402047.241379,NA,NA,NA,NA,841,1083.873,1332.261,1208.067,0,0,0,0,0,0,0,0,9929659370,0,0,0,0,343000000
LG1,343,11,51.613,63.441,57.527,0,0,0,0,0,0,0,0,343791452.272727,NA,NA,NA,NA,121,567.743,697.851,632.797,0,0,0,0,0,0,0,0,3781705975,0,0,0,0,344000000
LG1,344,27,51.613,63.441,57.527,0,0,0,0,0,0,0,0,344375283.037037,NA,NA,NA,NA,729,1393.551,1712.907,1553.229,0,0,0,0,0,0,0,0,9298132642,0,0,0,0,345000000
LG1,345,24,51.613,63.441,57.527,0,0,0,0,0,0,0,0,345788648.666667,NA,NA,NA,NA,576,1187.099,1459.143,1323.121,0,0,0,0,0,0,0,0,8298927568,0,0,0,0,346000000
LG1,346,12,52.151,63.62,57.8855,0,0.536999999999999,0,0.000000536999999999999,0.000000268499999999996,0.0833333333333333,0.0833333333333333,0.0833333333333333,346296258.916667,NA,4.23112,0.914746,4.78756,144,625.812,763.44,694.626,0,6.44399999999999,0,0.00000644399999999999,0.00000322199999999995,1,1,1,4155555107,0,8.46224,1.829492,9.57512,347000000
LG1,347,52,52.151,63.978,58.0645,0,0,0,0,0,0,0,0,347827518.153846,NA,NA,NA,NA,2704,2607.55,3198.9,2903.225,0,0,0,0,0,0,0,0,18087030944,0,0,0,0,348000000
LG1,348,54,52.151,63.978,58.0645,0,0,0,0,0,0,0,0,348505711.685185,NA,NA,NA,NA,2916,1929.587,2367.186,2148.3865,0,0,0,0,0,0,0,0,18819308431,0,0,0,0,349000000
LG1,349,63,52.151,63.978,58.0645,0,0,0,0,0,0,0,0,349591772.634921,NA,NA,NA,NA,3969,3076.909,3774.702,3425.8055,0,0,0,0,0,0,0,0,22024281676,0,0,0,0,350000000
LG1,350,29,52.151,63.978,58.0645,0,0,0,0,0,0,0,0,350700923.241379,NA,NA,NA,NA,841,1303.775,1599.45,1451.6125,0,0,0,0,0,0,0,0,10170326774,0,0,0,0,351000000
LG1,351,55,52.151,63.978,58.0645,0,0,0,0,0,0,0,0,351327554.654545,NA,NA,NA,NA,3025,2711.852,3326.856,3019.354,0,0,0,0,0,0,0,0,19323015506,0,0,0,0,352000000
LG1,352,43,52.151,64.6661395348837,58.4085697674419,0,1.076,0,0.000001076,0.000000538000000000004,0,0.0465116279069767,0.0232558139534884,352419396.697674,NA,4.23112,1.561355,5.495245,1849,2242.493,2780.644,2511.5685,0,46.268,0,0.000046268,0.0000231340000000002,0,2,1,15154034058,0,8.46224,3.12271,10.99049,353000000
LG1,353,131,52.151,65.054,58.6025,0,0,0,0,0,0,0,0,353612273.030534,NA,NA,NA,NA,17161,5840.912,7286.048,6563.48,0,0,0,0,0,0,0,0,46323207767,0,0,0,0,354000000
LG1,354,39,52.151,65.054,58.6025,0,0,0,0,0,0,0,0,354501309.666667,NA,NA,NA,NA,1521,1981.738,2472.052,2226.895,0,0,0,0,0,0,0,0,13825551077,0,0,0,0,355000000
LG1,355,20,52.151,65.054,58.6025,0,0,0,0,0,0,0,0,355413853,NA,NA,NA,NA,400,990.869,1236.026,1113.4475,0,0,0,0,0,0,0,0,7108277060,0,0,0,0,356000000
LG1,356,17,52.151,65.054,58.6025,0,0,0,0,0,0,0,0,356784749.529412,NA,NA,NA,NA,289,782.265,975.81,879.0375,0,0,0,0,0,0,0,0,6065340742,0,0,0,0,357000000
LG1,357,147,52.151,65.5421818181818,58.8465909090909,0,0.536999999999992,0,0.000000536999999999992,0.000000268499999999989,0,0.00826446280991736,0.00413223140495868,357325048.278912,NA,4.23112,2.1547,6.21754,21609,6310.271,7930.604,7120.4375,0,78.9389999999988,0,0.0000789389999999988,0.0000394694999999984,0,1,0.5,52526782097,0,4.23112,2.1547,6.21754,358000000
LG1,358,49,52.151,65.591,58.871,0,0,0,0,0,0,0,0,358558603.163265,NA,NA,NA,NA,2401,2294.644,2886.004,2590.324,0,0,0,0,0,0,0,0,17569371555,0,0,0,0,359000000
LG1,359,190,52.151,67.676775862069,59.9138879310345,0,8.06500000000001,0,0.00000806500000000001,0.00000403250000000001,0,0.0804597701149425,0.0402298850574713,359483659.331579,NA,4.23112,0.537894,1.25586,36100,9074.274,11775.759,10425.0165,0,1532.35,0,0.00153235,0.000766175000000003,0,14,7,68301895273,0,4.23112,0.537894,1.25586,360000000
LG1,360,39,52.151,73.656,62.9035,0,0,0,0,0,0,0,0,360028440.948718,NA,NA,NA,NA,1521,2033.889,2872.584,2453.2365,0,0,0,0,0,0,0,0,14041109197,0,0,0,0,361000000
LG1,361,16,52.151,73.656,62.9035,0,0,0,0,0,0,0,0,361628260.8125,NA,NA,NA,NA,256,677.963,957.528,817.7455,0,0,0,0,0,0,0,0,5786052173,0,0,0,0,362000000
LG1,362,75,52.151,73.656,62.9035,0,0,0,0,0,0,0,0,362433108.453333,NA,NA,NA,NA,5625,3233.362,4566.672,3900.017,0,0,0,0,0,0,0,0,27182483134,0,0,0,0,363000000
LG1,363,102,52.4720927835052,74.0442474226804,63.2581701030928,0.536999999999999,0.537999999999997,0.000000536999999999999,0.000000537999999999997,0.000000537499999999994,0.0103092783505155,0.0103092783505155,0.0103092783505155,363559768.921569,0.757381260414049,4.545515,0.344192,1.362975,10404,5089.793,7182.292,6136.0425,54.7739999999999,54.8759999999997,0.0000547739999999999,0.0000548759999999997,0.0000548249999999994,1,1,1,37083096430,77.252888562233,9.09103,0.688384,2.72595,364000000
LG1,364,113,52.688,75.0464134615385,63.8672067307692,0,1.61199999999999,0,0.00000161199999999999,0.000000805999999999997,0,0.0288461538461538,0.0144230769230769,364615067.362832,NA,4.85991,0.243785333333333,1.89498666666667,12769,5479.552,7804.827,6642.1895,0,182.155999999999,0,0.000182155999999999,0.0000910779999999997,0,3,1.5,41201502612,0,14.57973,0.731356,5.68496,365000000
LG1,365,115,52.688,76.0646538461538,64.3763269230769,0,0.537999999999997,0,0.000000537999999999997,0.000000268999999999991,0,0.00961538461538462,0.00480769230769231,365309082.6,NA,4.85991,0.0860281,2.72455,13225,5479.552,7910.724,6695.138,0,61.8699999999996,0,0.0000618699999999996,0.000030934999999999,0,1,0.5,42010544499,0,4.85991,0.0860281,2.72455,366000000
LG1,366,64,52.688,76.6540338983051,64.6710169491525,0,0.538000000000011,0,0.000000538000000000011,0.000000269000000000005,0,0.0169491525423729,0.00847457627118644,366717003,NA,4.85991,0.193582,2.17937,4096,3108.592,4522.588,3815.59,0,34.4320000000007,0,0.0000344320000000007,0.0000172160000000003,0,1,0.5,23469888192,0,4.85991,0.193582,2.17937,367000000
LG1,367,168,53.226,76.9540805369128,65.0900402684564,0,0.536999999999992,0,0.000000536999999999992,0.000000268499999999989,0.00671140939597315,0.00671140939597315,0.00671140939597315,367481104.875,NA,4.23112,0.268887,2.19473,28224,7930.674,11466.158,9698.416,0,90.2159999999986,0,0.0000902159999999986,0.0000451079999999981,1,1,1,61736825619,0,8.46224,0.537774,4.38946,368000000
LG1,368,134,53.226,77.419,65.3225,0,0,0,0,0,0,0,0,368523792.470149,NA,NA,NA,NA,17956,6280.668,9135.442,7708.055,0,0,0,0,0,0,0,0,49382188191,0,0,0,0,369000000
LG1,369,91,53.226,77.419,65.3225,0,0,0,0,0,0,0,0,369447725.252747,NA,NA,NA,NA,8281,4470.984,6503.196,5487.09,0,0,0,0,0,0,0,0,33619742998,0,0,0,0,370000000
LG1,370,11,53.226,77.5266,65.3763,0,0.537999999999997,0,0.000000537999999999997,0.000000269000000000005,0,0.2,0.1,370387428.636364,NA,4.23112,0.193582,2.16927,121,266.13,387.633,326.8815,0,5.91799999999996,0,0.00000591799999999996,0.00000295900000000006,0,1,0.5,4074261715,0,4.23112,0.193582,2.16927,371000000
LG1,371,135,53.6095714285714,78.7248650793651,66.1672182539682,0.536999999999999,1.075,0.000000536999999999999,0.000001075,0.000000805999999999997,0.00793650793650794,0.0158730158730159,0.0119047619047619,371485461.555556,0.990230043503905,3.84126666666667,0.1218794,1.73119666666667,18225,6754.806,9919.333,8337.0695,72.4949999999999,145.125,0.0000724949999999999,0.000145125,0.00010881,1,2,1.5,50150537310,133.681055873027,11.5238,0.3656382,5.19359,372000000
LG1,372,150,53.763,79.57,66.6665,0,0,0,0,0,0,0.00709219858156028,0.00354609929078014,372550417.473333,NA,3.64634,0.344192,1.25586,22500,7580.583,11219.37,9399.9765,0,0,0,0,0,0,1,0.5,55882562621,0,3.64634,0.344192,1.25586,373000000
LG1,373,68,53.9658524590164,79.7816721311475,66.873762295082,0.538000000000004,0.538000000000011,0.000000538000000000004,0.000000538000000000011,0.000000537999999999997,0.0163934426229508,0.0163934426229508,0.0163934426229508,373197035.25,0.965978278786702,3.375885,0.193582,1.46629,4624,3291.917,4866.682,4079.2995,36.5840000000003,36.5840000000007,0.0000365840000000003,0.0000365840000000007,0.0000365839999999998,1,1,1,25377398397,65.6865229574957,6.75177,0.387164,2.93258,374000000
LG1,374,148,54.301,80.4797692307692,67.3903846153846,0,0.536999999999992,0,0.000000536999999999992,0.000000268500000000003,0,0.00699300699300699,0.0034965034965035,374811994.168919,NA,3.10543,0.344192,0.905632,21904,7765.043,11508.607,9636.825,0,79.4759999999988,0,0.0000794759999999988,0.0000397380000000005,0,1,0.5,55472175137,0,3.10543,0.344192,0.905632,375000000
LG1,375,88,54.7027974683544,81.393417721519,68.0481075949367,0.537999999999997,1.075,0.000000537999999999997,0.000001075,0.0000008065,0.0126582278481013,0.0506329113924051,0.0316455696202532,375308523.227273,0.881383093888288,2.60825,0.344192,1.19081433333333,7744,4321.521,6430.08,5375.8005,47.3439999999997,94.6000000000003,0.0000473439999999997,0.0000946000000000003,0.000070972,1,4,2.5,33027150044,77.5617122621693,7.82475,1.032576,3.572443,376000000
LG1,376,74,54.84795,81.9710666666667,68.4095083333333,0.536999999999999,0.537999999999997,0.000000536999999999999,0.000000537999999999997,0.000000537499999999994,0.0166666666666667,0.0166666666666667,0.0166666666666667,376381898.675676,0.139177800127844,2.381475,0.537894,1.004776,5476,3290.877,4918.264,4104.5705,39.7379999999999,39.8119999999998,0.0000397379999999999,0.0000398119999999998,0.0000397749999999996,1,1,1,27852260502,10.2991572094605,4.76295,1.075788,2.009552,377000000
LG1,377,155,56.4976382978723,83.3447375886525,69.9211879432624,1.613,2.15100000000001,0.000001613,0.00000215100000000001,0.00000188200000000001,0.0212765957446809,0.0283687943262411,0.024822695035461,377580604.496774,0.835795995141741,2.33612,0.3226884,0.6594656,24025,7966.167,11751.608,9858.8875,250.015,333.405000000002,0.000250015,0.000333405000000002,0.000291710000000001,3,4,3.5,58524993697,129.54837924697,11.6806,1.613442,3.297328,378000000
LG1,378,100,57.7503766233766,84.9464155844156,71.3483961038961,2.151,2.14999999999999,0.000002151,0.00000214999999999999,0.00000215050000000001,0.051948051948052,0.051948051948052,0.051948051948052,378507770.58,0.904583159182812,1.835354,0.15056044,0.9008082,10000,4446.779,6540.874,5493.8265,215.1,214.999999999999,0.0002151,0.000214999999999999,0.000215050000000001,4,4,4,37850777058,90.4583159182812,9.17677,0.7528022,4.504041,379000000
LG1,379,157,60.7759357142857,86.72025,73.7480928571429,2.688,1.075,0.000002688,0.000001075,0.00000188149999999999,0.0357142857142857,0.0142857142857143,0.025,379468857.579618,0.707629650914103,0.758717,0.193582,0.827507,24649,8508.631,12140.835,10324.733,422.016,168.775,0.000422016,0.000168775,0.000295395499999998,5,2,3.5,59576610640,111.097855193514,3.034868,0.774328,3.310028,380000000
LG1,380,135,63.3489689922481,89.5888914728682,76.4689302325581,2.15,4.301,0.00000215,0.000004301,0.00000322550000000001,0.0310077519379845,0.062015503875969,0.0465116279069767,380631172.340741,0.832984534794424,0.299009,0.581032,0.693745,18225,8172.017,11556.967,9864.492,290.25,580.635,0.00029025,0.000580635,0.000435442500000001,4,8,6,51385208266,112.452912197247,2.99009,5.81032,6.93745,381000000
LG1,381,268,65.1928117647059,92.9282784313725,79.0605450980392,3.764,3.764,0.000003764,0.000003764,0.000003764,0.0274509803921569,0.0313725490196078,0.0294117647058824,381436403.902985,0.969888103141426,0.746643076923077,1.02340446153846,0.774652923076923,71824,16624.167,23696.711,20160.439,1008.752,1008.752,0.001008752,0.001008752,0.001008752,7,8,7.5,102224956246,259.930011641902,9.70636,13.304258,10.070488,382000000
